nilai,fitur
0.36799127601640624,aab
0.4658511105638993,aamiin
0.3614484792707882,aamiinn
0.3731155953970374,ab
2.8521171852785296,abal
2.3051230860384457,abang
0.316927600589782,abb
0.26626205871758213,abiezz
0.26626205871758213,abisabisnya
0.08885645384514922,abisin
0.24617026237766032,abiss
0.2924526170798941,about
0.4387923460689075,abroad
0.7781825485267336,abu
0.2298895964991075,acara
0.40459157830741954,acare
0.2546605315403196,accord
0.2546605315403196,account
1.5287907726545769,acid
0.46367957095580403,acidnya
0.5315614784803535,acnaway
0.28124539093454143,acne
0.5534252812944088,acnesafiourset
0.3128413650728404,act
0.2839272442624202,action
0.30167988393765444,activated
0.41602037003374653,activity
0.5495993743151983,acuu
1.4246042270187234,adabuka
0.2804926947361167,adaramelebaran
0.42435560015641904,add
0.3276600960497029,address
0.34847817427493716,ade
0.4419898806688286,adeem
0.37230410484930465,adekku
0.31201840004226544,adeknya
0.44076623319915476,adem
1.1097720258730206,admin
0.3931448091150702,ads
0.6449878168962113,aduh
0.3590205728491278,ae
0.299846118035354,aekaja
0.3170784120837513,aer
0.44325661737880184,aero
0.26833939982832267,aff
0.3278405928420134,affiliasi
0.3371833221818608,affiliatemarketing
0.6398540464047857,afford
0.2930885054339356,affordable
0.8228688223855916,after
0.2673149761132429,afterny
0.6603921314929571,afternya
0.2267677858236761,aga
0.2618264573423571,aging
0.1833461855722722,ah
0.44761387467441555,ain
1.0414792326286064,air
0.6703001761466809,airin
0.32414960831711115,ajaata
0.5227587221784392,ajah
0.13004673290343147,ajahh
0.3189864456261581,ajakin
0.44567174681474686,ajar
0.3360557871960512,ajasih
0.5647895470959743,ajhh
0.2537853435677997,akal
0.1613400706718054,akhirakhir
0.27907933516443795,akhirnyaa
0.8401903611101467,akhirnye
0.6698938328415074,aksesoris
0.49769791774479555,aktif
0.284374146364369,aktifin
4.421766656729416,aktivitas
0.36206618469201335,akulakuindonesia
0.5566373921042684,akumulasi
0.24889293511711455,akun
0.18452755487592087,akurat
0.39852537410707517,akuratt
0.41142531288513473,akutuh
0.18156020977839998,akuu
0.40842959268435,akuzonauang
1.8847574277945687,ala
0.27981584135110693,alam
1.5198500960055195,alas
0.20663823728117167,alat
0.7293309806633079,alergi
0.2952440400015044,alert
0.3567599408745661,alesan
0.37149037403644586,alhamdulillah
0.411410696543235,alhasil
0.2086988075386661,alias
0.3418361045859224,alih
0.9728000225614681,alis
0.32857730268345803,alkid
0.023158201670382173,all
0.715289513515198,allahh
0.3053027583557438,allahu
0.8498754055195592,allantoin
0.5855981355625048,almost
0.41142531288513473,alo
0.33180344752136726,aloe
0.30167988393765444,alpha
0.4747507360039376,alphard
0.6316121802486958,alternatif
0.6028796974332644,alus
0.5636133154401075,aman
2.8492084540374467,amanguni
2.3308382205217475,amann
0.8005465062885013,amaterasun
1.4246042270187234,amavenda
1.6226500475092553,ambil
0.1779064493780196,amik
0.33261634220369385,amin
0.3015353921409015,aminnm
0.43195069234412337,amino
0.5268174493974375,ampas
0.4973509883252586,ampe
0.2995839433136684,ampoule
0.7379373413279924,ampuh
0.6325440056653855,ampun
2.7015900180616708,anak
0.5871489724282044,ance
0.4196642640426351,andal
1.7264310349970162,aneh
0.3181798312258492,anggap
0.3474116246064939,anggota
2.2253546369905006,angkat
0.423806790332941,angkut
0.3137006271666014,angsur
0.6418568415330741,animate
0.4136946369002169,animemanga
0.48952823273736934,anj
1.3266191256684634,anjay
2.509981519775493,anjing
2.4569805548487023,anniversary
0.7371200413651668,annoying
0.32018345088312283,another
0.32397499029333593,anti
0.42435560015641904,antiaging
1.7738295444572587,antipenuaan
0.7371200413651668,anuin
0.366671561263025,anw
0.7353532284713544,any
0.4655528940341271,anyoba
0.8541032625544105,anything
0.3523460445391743,aowkowk
0.5927329177811411,apaa
0.39880439227165776,apaapa
0.40672215316375865,apk
0.3486857518901618,aplg
0.7008413730601606,apotik
0.34340999218300083,appreciated
0.4312137504394958,approved
0.3671021779819738,april
1.0852634105136132,apus
2.412004319524956,aqua
0.27602414183374513,arak
0.30167988393765444,arbutin
0.34340999218300083,are
0.23842723511329225,area
0.3857052077761637,aromayaa
0.2816809146036022,around
0.1898711668555576,artis
0.2051874439761776,arusha
0.589397722362757,as
0.34514032735906763,asa
0.07874976890494982,asia
0.3799903889968637,asli
0.4506018041984261,aslikk
0.27602414183374513,aspergillusrice
0.26792146796014693,asset
0.3567910915307252,astachiol
0.3349469164207537,asusu
0.5832899911270353,asuuw
0.02862222808695257,at
0.40842959268435,ateez
0.4253489837584091,atittude
0.3592551996350213,atopic
1.2747554677892055,attack
2.76266247643239,attention
2.206154012114435,atur
1.8356946813622153,aur
0.3592551996350213,aussie
0.4608046893928355,auto
5.642822735494853,avail
0.7913425760007222,avo
0.35351624125345654,avon
0.6678956934721363,avoskin
3.907390174907525,avoskinn
0.4990173842301274,avoskintanya
0.7375429340066344,awat
1.350346074159395,awet
0.4501847534478176,ayah
0.5268174493974375,ayam
0.33817142443845094,ayana
1.2348083531106386,ayo
0.423806790332941,ayoo
0.44325661737880184,azaa
0.4768608827732712,azalea
0.2384304413866356,azaleacantiknyamuslimah
0.21355874313789833,azarine
0.9021365336734816,azarinee
0.38619272096536433,azarinesunscreen
1.8751829446076433,azeclair
0.30432883033427977,azrina
0.701982929259683,babi
1.4523293215038338,baby
0.9482624928900012,baca
0.14558711806320876,back
0.2562471607130445,backpack
0.2562471607130445,backpacking
0.4425070121891774,bad
0.32689668352514134,bada
0.9998420511850961,bag
0.2562471607130445,baggage
0.6058145208905409,bagibagi
0.39397831151583107,bagiin
0.6758260274323339,bagus
0.7622502358906802,bagusbagus
0.5303366446143218,bagusbaguss
0.18255109398303856,bahagia
0.2823529114664388,bahan
0.8597477666221395,bahas
0.385416975229925,bahaya
1.8446540606873003,baim
0.5712117280568194,baju
0.6511482269859981,bakar
0.6169609930846299,bala
0.4433528415081427,balas
3.4917405592098083,balikpapan
0.7931613279645473,balm
0.2959644324549503,banci
0.32414960831711115,banda
0.2051874439761776,bandar
0.1526510316272488,banding
0.21571097506553955,bandung
3.320702256022946,bang
0.7293512521402377,bangaram
3.6918780668409807,banget
0.3482623214626764,bangg
2.166091613645119,bangga
0.46443210532396484,bangkok
0.4260849670152256,bangli
0.29467038135645424,bangun
0.4910059059769728,banjir
1.2115290646994739,bantu
0.3474145293526426,bantuin
0.33180344752136726,banyaak
0.39648661862666357,banyakin
0.32445176050173286,banyqk
0.5647895470959743,bar
1.5002699081452215,barang
0.2928625071255841,barangkali
0.3128413650728404,bare
1.4527743412390386,bareng
0.24095384646142065,barier
1.1142447965381341,barrier
0.37652050774495055,barrierkit
0.31590862739993497,barter
0.4803668108994582,barusan
0.24767526176648647,bas
0.28090557173816505,basah
0.5318823898363533,base
3.6998493403590573,based
0.5588056768623745,basefriends
0.7977660836880858,basenya
0.1863088074374099,basic
0.26631912456875595,batas
1.9151616423200122,battle
0.9873296447746722,bau
2.4416261413673874,bawa
0.46179729033468875,bayangin
1.3730181579329037,bayar
1.0313079658501971,bayi
0.28467243390191094,bbrp
0.5230265038330651,bbs
0.3547309003467574,bcs
0.2562471607130445,be
0.4032700822233864,beauty
0.43787687703450917,beautybestieyou
0.38038584866276826,beautycare
0.5227587221784392,beautymallofficial
0.48446096199911937,bebas
0.2995839433136684,bebetul
0.3522771662451973,bed
1.8170914084436953,beda
0.31351565414481253,bedak
0.2816809146036022,beday
0.26147549686659144,before
0.5292215025904417,beg
1.0714876724995623,begadang
0.3511608013673369,begininih
0.4061137014295556,beige
1.4981339767410167,bekas
0.5146766334258781,bekenmut
0.09919080500458614,bela
1.1371173838891835,belah
0.9005272485374949,belang
1.8248234810847306,belanja
0.7634995397549786,belek
1.5234096316070773,beli
0.35933738887821487,belia
0.3188119942022497,belikan
5.742257801426999,belio
0.2959644324549503,belok
0.9148538906957857,belumm
1.6100904011298012,benah
0.9361208036001633,benda
3.267335362488634,bener
1.4575236537702287,beneran
0.2839272442624202,benernya
0.3482623214626764,benerr
1.4246042270187234,bengasiwo
0.1890765910528215,bening
0.33180344752136726,bentonn
0.08302437671322924,bentuk
1.253790900156781,berani
0.33817142443845094,beras
0.269770220708013,berat
0.3058611358715984,berbeza
1.821660802664675,beresberes
0.22537605727272308,berfikir
0.3137926781640279,berkalikali
0.4506018041984261,berkat
0.47563968303818815,berkativitas
0.5535521901471199,berry
0.7170270203479485,bersih
0.26949282845249956,bersihin
0.6804999775003422,bersihinnya
0.28705900698975545,beruntus
1.1206072128746356,besok
0.4219124471391819,best
0.2384304413866356,bestienyahijabers
2.0849251125049926,better
0.37055147906098074,beware
0.6114549281957323,beyouthy
0.2718016856826709,beza
0.46367957095580403,bgitu
0.5976913890256801,bgtbgt
0.24895040961649265,bgtbgtbgtt
1.2917975480696429,bha
0.6400569691047441,bhi
1.8356946813622153,bht
0.3230085695060624,bi
0.811011278352602,bias
0.8261496214532372,biaya
2.58542279779067,biayain
0.20437513251614192,bibir
0.19439335395697635,bicara
0.7065848770028933,bidang
0.7415417863206498,big
0.3289519790553894,bigbrandday
0.6894382573125342,bii
0.3667836471650684,biji
0.25322676498482755,bil
0.42293223839904853,bilas
1.8420837081231556,bilik
0.3676556875461087,bimbang
0.3981457068693425,bina
0.37367016357440036,bincang
0.3230085695060624,bincangbincang
0.5737633011426546,bingung
0.6676029715372114,bintang
0.36424855125805256,bio
0.3882256299921131,biotin
0.2816809146036022,birthday
0.35394968279367117,biru
2.2767286146017387,biruu
0.14448180725295004,bisaa
0.7089513939870385,bisikin
0.24767526176648647,bismillah
0.3058611358715984,bisnes
0.4096292830177424,bit
0.5739431924641673,bj
0.18040551730581544,bjir
1.3572395934875716,bjirr
0.3252067096737764,blackless
0.36748126727961455,blend
0.3161880030971555,blendnya
0.7480268710440983,bli
0.7869004823014921,blind
0.3128413650728404,blis
0.3350040809143869,blitar
0.48075901501063856,blom
0.4054328855927952,blossom
0.26932423108429615,blue
0.4111811958935714,blueberry
0.2995839433136684,blumarine
0.29831852724819086,blurring
0.3885448255275133,blush
0.5180666460225838,bmw
0.693887890527544,bnb
0.2787419955767543,bntr
0.3230141945981288,bocil
0.8437326377478077,bocor
0.9399440051089812,bodoh
0.6378895866996765,body
0.4403212089885123,bodycare
0.3170784120837513,bodylotion
1.8943463444214306,bogor
0.9683451581931082,bohong
0.6594522179539397,bokek
0.3019181986626207,bola
0.13826046533797293,bolehh
0.3867920579561796,boncos
0.3031236882087056,boobs
0.3031236882087056,boobscare
2.2777642301425605,bookmark
0.3137006271666014,boomm
0.44372720454941783,booster
0.6106055167114876,boro
0.4253489837584091,borong
0.23338562237605712,boros
1.6981103982495944,bosen
0.6038363973252414,bot
1.8580096170146814,botol
0.06314101504463696,box
0.5004027005705853,bpom
0.7617769445699032,brand
0.3560099270241388,brandbrand
0.6852383676694735,branding
0.34340999218300083,brandlokal
0.4322540583238575,brandnya
0.7819567581686581,brasov
0.5884597749220404,braw
0.36694702651690103,break
0.4080939309612312,breakout
0.2949892351922693,bright
0.247569645974543,brightening
0.5268174493974375,brigtly
1.0599614567520872,brow
3.937849537248429,brs
0.4460929936917999,bruntus
0.05570190687810119,bruntusan
0.3558636927922355,btt
0.366671561263025,btul
0.44943553643151285,bu
0.3058611358715984,buah
2.720854336522151,buang
0.09571268980883488,buanyak
0.34643231573747785,bubbly
0.33817142443845094,bubuk
0.35816114030609797,bucin
0.37978275910308457,bucinin
0.20070107453087316,budget
1.8420837081231556,bujang
0.3230141945981288,buk
0.17460707761580446,buka
0.7281683996186562,bukak
0.4411675101016399,bukber
0.33668008104829705,bukberr
0.6786627809094496,bukti
1.9778574142994245,buktiinnya
0.37706263631495107,buku
0.26626205871758213,bulat
3.583084370366631,bulu
0.16860355605004873,bulumata
0.0757184930012322,bumbu
0.845101669726418,bump
0.4924064136555498,bund
0.13374891396329994,bundle
0.7796757715753266,bunga
0.28467243390191094,burem
0.411410696543235,buruburu
0.36466549033165396,buruk
2.258216994905536,busa
0.4790340858276204,buset
0.536795589090235,busett
0.5533780788880502,business
0.5390369278497236,bust
2.4797916320649565,but
0.3170784120837513,butter
0.4165229306336795,buttered
2.7268761314471464,butuh
0.8430310240426909,buy
0.3558636927922355,buyget
0.49334249858188256,buying
0.4324896010422079,buzzer
0.29790229344710606,by
0.46982658242123276,byt
1.0529878751161856,cabar
0.4691443607414961,cacat
0.11071743122758983,cah
0.14689881774583086,cahaya
0.16003636271822025,cair
0.9560003701162363,cakap
0.302903393822393,cake
0.3109238491044887,cakeepp
0.2764673210476189,cakep
0.5675757378283337,calag
0.5166243182962008,calculusnya
0.6398540464047857,cale
1.1899574227274425,calm
0.9253300525003925,calming
0.5358429359202939,calon
0.303211342319716,camat
0.15089308050146877,campaign
0.3349469164207537,candra
0.2995839433136684,cane
0.1795102864245639,cangkeman
0.4555915307089433,cannes
1.0362323114170362,cantik
0.11464908797591843,cantikharidengannp
0.325499879652711,cantikk
0.31336371454541356,cantul
0.2356608670450714,cantum
1.0378799592290968,capcipcup
1.9599293565224656,capek
3.4462687827343244,care
2.3537534576699333,cari
0.4087422262438455,case
0.6625847000520905,cashback
0.2955528162736768,cashbck
0.3200672555812333,catokan
1.4246042270187234,cause
0.7575170305190462,cbdiskon
0.2401972629127099,cegah
0.2718016856826709,cehh
2.2504082230603424,cek
0.4460929936917999,cekat
0.2718016856826709,cekik
0.15810725755252839,cekit
0.7561363211256185,cekitcekit
0.41355544728382465,cekout
0.4691443607414961,cela
0.2886682256115027,celana
0.46490037479593926,cemas
0.41597080377142753,centel
0.5369468105617525,centella
0.3889526975609952,centil
6.7432298012143175,cepat
2.4316245618214216,cerah
1.3647982274383286,ceraluronic
0.3719073080342452,ceramella
0.09227670685806649,ceramide
0.22592110910146823,ceratides
1.1105829047535396,ceratinol
0.30082427158543235,cerita
0.2804926947361167,ceritain
0.3592551996350213,cetaphil
0.3031236882087056,cewecewe
0.1511315139642488,cewek
0.3482623214626764,cewenya
0.2537853435677997,chance
0.6106055167114876,chanel
0.44371205653971885,channel
0.7194766882742755,chanyeol
0.415083144566928,charcoal
0.8889404850445448,chat
0.28536745058563956,check
3.317614171637259,checkout
0.5535521901471199,cheewy
0.7293512521402377,chesko
0.451826275175846,chicken
0.31333481673804653,chill
2.412067127581951,china
0.6743666443637216,chingu
0.9650065551427596,chlorelina
0.35644617063432144,chlorelinabpom
0.9347048912859413,chna
0.4054328855927952,chno
0.3243036195666924,christmas
1.0415910496183916,cica
1.3213877443073336,cicab
0.7438171185422886,cicamide
0.44371205653971885,ciel
3.5741309002331816,cimahi
0.7394370715717763,cincau
0.31883103658568257,cincin
0.5162824956482341,cinta
0.3137006271666014,ciprat
0.26626205871758213,ciptain
0.34489410297423245,circle
0.10264871552582534,ciwiciwi
0.366671561263025,ckep
0.32018345088312283,claim
0.8308792406992145,clarifying
0.3289519790553894,clarins
0.18297145049851718,clay
0.3568675876200196,claystick
0.9690529920568635,cleanse
1.701035713231819,cleanser
0.0959924238061339,cleansernya
2.6005577644781885,cleansing
0.35904849586497534,cleansingwater
0.2503860914289974,cleora
0.3891776118694429,cleveru
0.23496022299933106,cleya
0.40958970104568315,close
0.16681025701976102,closed
0.423806790332941,cloud
0.36735321828151435,cm
1.72509978778457,cmb
0.5192223999131242,cmn
3.8347572797550433,coba
0.41717350886413074,cobacoba
0.5854535137033188,cocokin
0.2852687825399284,cocokk
1.1500817034955242,codanter
1.0447485899555211,coin
4.233077569996116,cok
0.5921100044525816,coklat
0.4057071240906186,colek
0.46982658242123276,colla
0.5789245657208599,collab
0.2720358173118708,collagen
0.3137926781640279,colorfit
2.291925639210139,combi
0.6920775716959902,combo
1.0725785625921551,comboin
0.6804112263677935,comedo
0.47373448100502813,comment
0.3161880030971555,compexion
0.3558636927922355,complain
0.6452198325192781,complex
0.3950757116832828,complexion
0.39335986631692654,complexionnya
0.9463905390031256,concern
0.49769791774479555,condition
1.4246042270187234,congo
0.32018345088312283,congrats
0.3557480118197678,congratulations
0.31819591934406277,consider
0.6349269310161996,consultant
0.2761772774670817,cont
0.10243775726671374,content
0.08663094172583993,contoh
2.9033732521003324,contract
0.0758112685191614,control
0.2718016856826709,convert
0.2718016856826709,converted
0.5359272402881218,cooking
0.3511080115792229,cool
0.4727711233916291,copyright
0.4501847534478176,corona
0.34747340259503123,correct
0.6858617718911721,cosmax
0.34847817427493716,cosmetic
0.7967390905284822,cosmetics
0.4760515231501774,cosrx
0.4387923460689075,country
0.3630305744967096,couple
2.17713205544476,cover
0.5805213999984675,coverage
1.3807877900167753,coveragenya
0.0060064215328309075,cowo
0.3748937471232997,cowok
0.366671561263025,cowoku
0.3331924681207762,coy
0.10322934472402485,cpt
0.11811065590627813,cr
0.16931265456263295,crack
1.5813144659401168,cream
0.10243775726671374,creator
1.7679099782485383,crush
0.3722606183894804,csm
0.42959980199340064,csman
0.4695885816298694,ctdk
0.8382334861082761,cuaca
1.370905165035544,cuan
0.3549681349436585,cuba
0.325499879652711,cubaa
0.9460654943179869,cuci
0.37127567062498906,cuk
0.7046143547983122,cumaditwitteravoskin
0.14594892866269096,cuman
0.643019452784791,cungg
0.5772040819898698,cup
0.48180833579088883,curhat
0.3399777800091724,curhatan
0.5743891188808928,curiga
0.3570556470999357,current
0.22033896970836478,cus
0.7062227440362832,cushion
0.2958580096701202,cushionn
0.5347771611632999,cushionny
0.6585555497827877,cushionnya
0.2820418772960572,cuss
0.47866367075791577,customer
0.23221605266198242,cute
5.53858013109574,cuuyy
0.33077333666807507,cuy
0.75357234757037,cy
0.3187079761859083,cyyn
0.14917350518451558,da
0.4411675101016399,dab
0.8345019728745416,daddy
0.26631912456875595,dahlia
0.4253489837584091,dahsyat
0.6925549817896033,daily
1.339292564014504,dalem
0.5456333356710027,damage
0.5868938778521487,damascena
0.41142531288513473,dampak
1.0567600514868143,dapetin
0.49512968754914505,dapetnya
0.8478733001298253,dapur
1.0370761522643397,dar
0.41761699595902274,dara
0.2718016856826709,darah
0.4252111907734144,daripda
0.08169909504734464,dark
0.35257610597056777,darkspot
0.09754850216409655,dasar
2.036955007760674,dateng
0.37860342565909333,day
1.0542156881331914,daya
0.25132227877991353,dayc
1.72509978778457,daycream
0.2562471607130445,days
3.1077984138711523,dazzle
0.3891776118694429,dbilang
0.9383949033092291,dear
0.15165382451115617,debat
0.3201009053689997,debu
0.21016250940729064,decant
0.4691443607414961,dedepan
0.6479646666008242,deep
0.09697363622696065,definisi
0.3058611358715984,degree
0.14969506938754887,dehh
0.3791893251159317,dehidrasi
0.39397831151583107,deket
0.29831852724819086,deluxuryskin
0.2718016856826709,demand
0.302903393822393,dempu
0.15790092146652568,dempul
0.3189864456261581,dengar
0.3613488159346089,denger
0.4260849670152256,denpasar
0.7847173556603465,depok
0.3360557871960512,derma
0.08826415277594621,dermatologist
0.6858617718911721,dermatology
0.4727711233916291,desain
0.4356590262234259,desember
0.35301239769959225,design
0.4076536883552836,detail
0.3590205728491278,dewe
0.6577458690764616,df
1.0094167551860258,dh
0.608521310870637,dhl
0.37706263631495107,diabisin
2.58542279779067,diajakin
2.9033732521003324,diamdiam
0.07479201441297528,diapply
0.2384822426486451,dibandingin
0.4501847534478176,diberangkatin
0.07086180186690325,diblend
0.41338984676423274,diborongg
0.3795741570430089,dibuildable
0.3243036195666924,dicheck
0.32018345088312283,dicoin
0.7771996579260313,dicombo
0.6349269310161996,didik
0.7842179833509806,diem
0.4568314461872616,diemin
6.555287589756252,diendors
1.3546835482137192,diet
0.4359819015068911,difolbek
0.303211342319716,diitung
0.3662754657420706,dijadiin
0.7155211227192607,dikemanain
0.32414960831711115,dil
0.953162067559659,dimarahin
0.4866294837886722,dimodalin
0.3355968964570602,din
0.24895040961649265,dine
1.0023115921849328,dingin
0.4749423103497867,dipacking
0.49824028211001786,dipakein
0.44190275142104113,dipakenya
0.39358677202957393,dipaspasin
0.7761916481858747,dipejuhin
0.2673149761132429,dipijet
0.3159293736021078,dipikirin
0.38812353042528114,dipost
1.2155780420042215,dips
0.40672215316375865,direkomendasiin
0.16569851148883216,disc
0.4067744643239033,disclaimer
0.33867339986084594,disetting
0.3349469164207537,dishop
0.5192223999131242,dishopee
0.5561010354522704,disimpen
0.4333074798246137,disk
0.34241346322664545,diskn
3.9554551209652127,diskon
0.36206618469201335,diskonskincare
0.46320791465256106,dispill
0.38812353042528114,ditakedown
4.316658471779837,ditanyatanya
0.34964238080970383,ditemenin
0.42321174908843406,ditesti
0.40672215316375865,ditokoped
0.2952440400015044,diumumin
0.4416080943218528,divisi
0.6992847616194077,dj
0.06387414175998993,dkt
0.6694367006694489,dkter
0.10975629957699502,dl
0.43483066093391415,dmn
0.36351475699821245,doain
0.36919541667293376,doangg
0.26626205871758213,doff
0.42366226353107383,dok
0.5597700156114953,dokter
4.040581588632583,dom
0.2267677858236761,dominan
0.39974617477299806,domisi
0.3024256185506462,domisili
0.5684090251822886,dompet
0.3372374263500442,don
0.3411836218454628,donasi
0.3411836218454628,donasiin
0.9176127560293965,done
0.25513936207947463,dongg
0.2267677858236761,dont
0.6944551651499091,dorang
0.7543852680238604,dosa
0.8262798999772101,dosen
0.06888212706212485,double
0.3993798817705075,doyan
0.2562471607130445,dps
0.2051874439761776,dpworld
0.11106229483330515,dr
1.6302100469710945,drama
0.26932423108429615,dream
0.31819591934406277,drg
0.3250584137316739,drink
0.2562471607130445,drone
0.22603589585645292,drop
1.3421906127110128,drugstore
0.3857477438103689,dry
0.33939907604266983,drying
0.25322676498482755,duaduanya
0.3058611358715984,duduk
0.1677335227318832,duga
0.17346447423485717,duit
0.7885839935278245,dukung
0.3511608013673369,duluan
0.3568675876200196,dunia
0.37055147906098074,dupenya
0.4608046893928355,duper
0.3230141945981288,duwe
0.3590205728491278,duwek
0.7541252726299021,echi
0.38013882587158504,eco
0.49334249858188256,ecomm
6.452766454733357,edisi
0.0779074444733501,edukasi
0.24694741794142727,eeitss
0.38455444721045856,efek
0.5103781154259288,efektif
0.327112841199942,effect
0.36874111759820494,effort
1.2223543508249826,effortless
0.46179729033468875,effortnya
0.4359819015068911,egk
0.36281023080320085,eh
0.8833611688947806,ehh
0.46320791465256106,eidready
0.49029742730281356,eiem
3.7802441115493384,eiemggoriginote
0.5173582993685697,eiittss
0.488249139185756,eksfo
0.15575065286007295,eksfoliasi
0.2960550022262908,eksfoliator
0.3278405928420134,eksklusif
4.409726655369133,ekspedisi
0.3230085695060624,el
0.7202140392195393,elah
2.2767286146017387,elfolmura
0.6703001761466809,elformula
0.6619752526032259,eli
0.4054328855927952,ella
0.692801524291996,elok
0.7088108403006588,elsheskin
0.00032650383220897433,emang
2.8922661129327274,emas
0.1731013078109658,emina
0.22150216539632417,emoney
0.22373915060309485,empties
0.37280045703900255,empuk
0.33455888827814523,emulsionnya
0.971337395988873,enak
0.6603921314929571,enakeun
0.10593555009591746,end
0.3237836757234096,endingnya
0.6160595760796423,endul
0.605381164069277,engga
0.37978275910308457,enhypen
0.6965246429253528,enteng
0.3853997771164649,enthu
0.8694244953243326,eonni
0.4910059059769728,eps
0.08668428587889847,era
0.33817142443845094,erha
0.8126392834816573,erti
0.9157316448122778,es
0.26953576567819987,esok
0.2853559274462615,especially
0.1761822388688743,essence
0.33817142443845094,essential
0.5230265038330651,essentials
0.4755405924870694,etalase
1.1522038605067446,etc
0.6917740661543487,even
0.6544731504069949,event
0.0671171970937448,every
0.2959644324549503,everyonee
0.9895141585445473,excited
0.3558636927922355,excitednya
1.29260781174393,exfo
2.4041958650424142,exfoliasi
0.6028796974332644,exfoliasinya
1.2259162051962298,exfoliating
0.3534236997184281,exols
0.8289300102181267,exp
0.839871740582397,experienceku
0.5312196835215707,expert
0.33939907604266983,experts
2.1140267520883347,expired
0.46164390623574925,explore
0.32925246342398723,extra
0.2599441404490391,eye
0.56425139816595,eyecream
0.48252348752634305,eyelash
0.6779615739691178,eyeliner
0.3943745062345475,eyeshadow
1.4930609066977558,face
0.38013882587158504,facebook
4.324298592296921,facetolgy
